algs,dataset,weighted,accuracy,precision,recall,fscore,cv_mean,cv_std,runtime
svm mnb mlp,breast_cancer,True,0.99,0.99,0.99,0.99,76.63,0.93,0.88
svm mnb mlp,breast_cancer,True,0.92,0.91,0.91,0.91,76.51,0.83,0.85
svm mnb mlp,horse,True,0.77,0.78,0.72,0.73,32.97,0.87,0.47
svm mnb mlp,horse,True,0.85,0.82,0.81,0.82,33.24,0.74,0.47
svm mnb mlp,horse,True,0.80,0.81,0.77,0.78,33.08,0.71,0.52
svm mnb mlp,hr,True,0.84,0.91,0.61,0.63,333.97,3.39,3.23
svm mnb mlp,hr,True,0.85,0.92,0.67,0.70,333.75,2.88,3.21
svm mnb mlp,hr,True,0.84,0.89,0.67,0.70,341.02,16.43,3.22
svm mnb mlp,english,True,0.52,0.50,0.51,0.50,10.03,0.23,0.32
svm mnb mlp,english,True,0.52,0.54,0.57,0.50,10.02,0.23,0.32
svm mnb mlp,english,True,0.61,0.61,0.63,0.61,10.02,0.23,0.32
svm mnb mlp,phishing,True,0.87,0.91,0.64,0.63,123.57,1.61,1.93
svm mnb mlp,phishing,True,0.83,0.72,0.63,0.62,123.99,1.26,1.89
svm mnb mlp,phishing,True,0.82,0.54,0.58,0.56,123.45,1.13,1.90
svm mnb mlp,wine,True,0.52,0.26,0.23,0.20,393.42,6.30,4.27
svm mnb mlp,wine,True,0.52,0.30,0.19,0.17,392.21,6.64,4.68
svm mnb mlp,wine,True,0.52,0.28,0.20,0.19,394.34,6.33,5.16
svm mnb mlp,congress,True,0.75,0.86,0.66,0.66,24.00,1.15,0.07
svm mnb mlp,congress,True,0.70,0.77,0.65,0.64,23.49,0.67,0.06
svm mnb mlp,congress,True,0.89,0.88,0.80,0.83,23.56,0.85,0.05
svm rf mlp,student,True,0.74,0.76,0.57,0.62,65.51,1.23,1.25
svm rf mlp,student,True,0.82,0.93,0.66,0.76,65.36,2.48,1.24
svm rf mlp,student,True,0.81,0.75,0.58,0.63,65.31,1.86,1.26
svm rf mlp,contraceptive,True,0.55,0.53,0.52,0.52,109.98,1.63,1.93
svm rf mlp,contraceptive,True,0.55,0.53,0.51,0.51,110.65,1.68,1.97
svm rf mlp,contraceptive,True,0.57,0.53,0.53,0.53,110.10,1.07,1.98
svm rf mlp,autism,True,0.99,0.99,0.99,0.99,85.50,0.32,1.12
svm rf mlp,autism,True,1.00,1.00,1.00,1.00,85.68,0.25,1.16
svm rf mlp,autism,True,1.00,1.00,1.00,1.00,85.78,0.24,1.12
svm rf mlp,bankruptcy,True,1.00,1.00,1.00,1.00,25.32,0.53,0.45
svm rf mlp,bankruptcy,True,0.96,0.96,0.97,0.96,25.47,0.33,0.45
svm rf mlp,bankruptcy,True,0.98,0.98,0.98,0.98,25.44,0.37,0.45
svm rf mlp,breast_cancer,True,0.94,0.93,0.93,0.93,76.63,0.93,0.96
svm rf mlp,breast_cancer,True,0.96,0.95,0.96,0.95,76.69,1.03,0.98
svm rf mlp,breast_cancer,True,0.96,0.96,0.96,0.96,76.57,0.92,0.96
svm rf mlp,horse,True,0.77,0.74,0.72,0.73,33.19,0.75,0.53
svm rf mlp,horse,True,0.88,0.87,0.85,0.86,33.18,0.69,0.51
svm rf mlp,horse,True,0.82,0.85,0.81,0.81,33.24,0.74,0.57
svm rf mlp,hr,True,0.99,0.99,0.98,0.98,336.17,6.80,3.44
svm rf mlp,hr,True,0.98,0.99,0.97,0.98,341.24,16.29,3.49
svm rf mlp,hr,True,0.98,0.98,0.95,0.97,337.61,9.86,3.51
svm rf mlp,english,True,0.48,0.53,0.48,0.48,10.00,0.27,0.37
svm rf mlp,english,True,0.55,0.67,0.56,0.54,9.99,0.28,0.36
svm rf mlp,english,True,0.48,0.49,0.48,0.48,10.03,0.24,0.36
svm rf mlp,phishing,True,0.85,0.77,0.67,0.70,123.60,1.64,2.07
svm rf mlp,phishing,True,0.87,0.87,0.73,0.77,123.70,1.81,2.06
svm rf mlp,phishing,True,0.84,0.84,0.67,0.70,124.04,1.65,2.08
svm rf mlp,wine,True,0.57,0.56,0.31,0.35,394.50,6.43,5.58
svm rf mlp,wine,True,0.57,0.50,0.27,0.30,393.70,6.89,5.57
svm rf mlp,wine,True,0.55,0.37,0.23,0.23,394.12,3.43,4.54
svm rf mlp,congress,True,0.93,0.92,0.93,0.92,23.86,0.81,0.12
svm rf mlp,congress,True,1.00,1.00,1.00,1.00,24.43,0.26,0.19
svm rf mlp,congress,True,0.89,0.87,0.88,0.88,24.26,1.07,0.11
knn mnb rf,student,True,0.73,0.76,0.47,0.54,65.31,1.51,0.17
knn mnb rf,student,True,0.64,0.78,0.35,0.42,65.43,1.53,0.17
knn mnb rf,student,True,0.72,0.61,0.37,0.42,64.87,1.45,0.17
knn mnb rf,contraceptive,True,0.50,0.48,0.45,0.46,110.21,1.47,0.30
knn mnb rf,contraceptive,True,0.48,0.44,0.41,0.40,110.31,1.56,0.30
knn mnb rf,contraceptive,True,0.51,0.47,0.45,0.45,110.63,1.26,0.31
knn mnb rf,autism,True,0.98,0.98,0.97,0.98,85.68,0.25,0.16
knn mnb rf,autism,True,0.97,0.97,0.95,0.96,85.69,0.50,0.17
knn mnb rf,autism,True,0.98,0.99,0.96,0.97,85.68,0.25,0.16
knn mnb rf,bankruptcy,True,1.00,1.00,1.00,1.00,25.47,0.33,0.08
knn mnb rf,bankruptcy,True,1.00,1.00,1.00,1.00,25.47,0.33,0.08
knn mnb rf,bankruptcy,True,1.00,1.00,1.00,1.00,25.52,0.39,0.08
knn mnb rf,breast_cancer,True,0.94,0.95,0.90,0.92,76.63,0.93,0.16
knn mnb rf,breast_cancer,True,0.98,0.98,0.98,0.98,76.63,1.01,0.15
knn mnb rf,breast_cancer,True,0.96,0.96,0.95,0.95,76.63,0.93,0.16
knn mnb rf,horse,True,0.82,0.81,0.81,0.81,33.19,0.94,0.10
knn mnb rf,horse,True,0.85,0.84,0.83,0.84,33.30,0.76,0.09
knn mnb rf,horse,True,0.83,0.85,0.82,0.82,33.19,0.79,0.10
knn mnb rf,hr,True,0.97,0.98,0.94,0.96,332.87,1.04,0.50
knn mnb rf,hr,True,0.95,0.97,0.91,0.93,334.41,4.21,0.50
knn mnb rf,hr,True,0.98,0.98,0.95,0.97,335.62,5.16,0.50
knn mnb rf,english,True,0.52,0.65,0.61,0.51,10.02,0.23,0.07
knn mnb rf,english,True,0.65,0.65,0.68,0.65,10.03,0.22,0.07
knn mnb rf,english,True,0.58,0.65,0.63,0.58,10.00,0.27,0.07
knn mnb rf,phishing,True,0.89,0.91,0.83,0.86,122.96,1.45,0.27
knn mnb rf,phishing,True,0.85,0.83,0.73,0.76,123.60,1.49,0.27
knn mnb rf,phishing,True,0.87,0.87,0.83,0.85,123.51,1.56,0.27
knn mnb rf,wine,True,0.63,0.62,0.37,0.42,393.88,6.47,1.13
knn mnb rf,wine,True,0.62,0.51,0.29,0.33,395.17,6.53,1.14
knn mnb rf,wine,True,0.63,0.47,0.32,0.36,392.07,5.66,1.11
knn mnb rf,congress,True,0.98,0.96,0.98,0.97,23.90,0.69,0.09
knn mnb rf,congress,True,0.98,0.97,0.98,0.98,24.26,0.52,0.09
knn mnb rf,congress,True,0.95,0.96,0.95,0.95,23.48,0.92,0.09
knn mnb mlp,student,True,0.56,0.40,0.26,0.26,65.46,1.84,1.16
knn mnb mlp,student,True,0.62,0.53,0.34,0.38,65.75,1.47,1.16
knn mnb mlp,student,True,0.70,0.48,0.32,0.35,65.08,1.46,1.16
knn mnb mlp,contraceptive,True,0.53,0.52,0.49,0.49,109.74,0.98,1.79
knn mnb mlp,contraceptive,True,0.50,0.49,0.46,0.45,110.24,0.79,1.86
knn mnb mlp,contraceptive,True,0.50,0.48,0.47,0.45,110.39,1.41,2.04
knn mnb mlp,autism,True,0.99,0.99,0.98,0.98,85.68,0.38,1.07
knn mnb mlp,autism,True,0.96,0.96,0.96,0.96,85.68,0.25,1.07
knn mnb mlp,autism,True,0.94,0.91,0.91,0.91,85.69,0.41,1.07
knn mnb mlp,bankruptcy,True,0.72,0.76,0.70,0.70,25.47,0.33,0.41
knn mnb mlp,bankruptcy,True,0.98,0.98,0.98,0.98,25.47,0.33,0.41
knn mnb mlp,bankruptcy,True,0.98,0.98,0.97,0.98,25.32,0.57,0.41
knn mnb mlp,breast_cancer,True,0.98,0.96,0.99,0.97,76.63,0.93,0.92
knn mnb mlp,breast_cancer,True,0.96,0.96,0.96,0.96,76.63,1.02,0.89
knn mnb mlp,breast_cancer,True,0.99,0.99,0.99,0.99,76.75,1.12,0.89
knn mnb mlp,horse,True,0.82,0.83,0.76,0.78,33.29,0.81,0.43
knn mnb mlp,horse,True,0.82,0.83,0.77,0.79,33.02,0.74,0.54
knn mnb mlp,horse,True,0.82,0.79,0.80,0.80,33.18,0.88,0.54
knn mnb mlp,hr,True,0.96,0.97,0.91,0.93,334.74,3.70,3.18
knn mnb mlp,hr,True,0.95,0.94,0.92,0.93,334.52,3.52,3.22
knn mnb mlp,hr,True,0.96,0.96,0.92,0.93,334.63,3.81,3.13
knn mnb mlp,english,True,0.42,0.45,0.44,0.40,10.01,0.24,0.33
knn mnb mlp,english,True,0.61,0.65,0.63,0.61,10.01,0.24,0.33
knn mnb mlp,english,True,0.52,0.60,0.54,0.52,10.01,0.22,0.33
knn mnb mlp,phishing,True,0.85,0.85,0.69,0.73,123.82,1.77,1.93
knn mnb mlp,phishing,True,0.85,0.78,0.72,0.74,123.54,1.61,1.96
knn mnb mlp,phishing,True,0.87,0.91,0.69,0.73,124.22,1.52,1.95
knn mnb mlp,wine,True,0.55,0.45,0.24,0.25,393.62,7.90,3.86
knn mnb mlp,wine,True,0.53,0.29,0.20,0.20,392.32,4.87,3.30
knn mnb mlp,wine,True,0.55,0.34,0.22,0.22,392.37,6.03,3.24
knn mnb mlp,congress,True,0.70,0.67,0.61,0.62,24.14,0.93,0.08
knn mnb mlp,congress,True,0.82,0.82,0.84,0.81,24.47,0.83,0.07
knn mnb mlp,congress,True,0.80,0.89,0.65,0.67,23.45,0.95,0.08
knn rf mlp,student,True,0.75,0.81,0.55,0.61,65.30,1.78,1.26
knn rf mlp,student,True,0.84,0.80,0.67,0.71,64.77,1.75,1.25
knn rf mlp,student,True,0.72,0.80,0.53,0.61,64.60,1.86,1.26
knn rf mlp,contraceptive,True,0.55,0.52,0.50,0.50,110.24,1.14,2.19
knn rf mlp,contraceptive,True,0.52,0.49,0.48,0.49,110.07,1.33,1.98
knn rf mlp,contraceptive,True,0.49,0.47,0.48,0.47,110.51,1.18,1.95
knn rf mlp,autism,True,0.97,0.96,0.97,0.97,85.78,0.38,1.16
knn rf mlp,autism,True,0.99,0.98,0.98,0.98,85.69,0.50,1.20
knn rf mlp,autism,True,0.98,0.98,0.97,0.97,85.69,0.50,1.16
knn rf mlp,bankruptcy,True,0.94,0.94,0.94,0.94,25.44,0.45,0.46
knn rf mlp,bankruptcy,True,0.98,0.98,0.98,0.98,25.47,0.33,0.48
knn rf mlp,bankruptcy,True,0.98,0.97,0.98,0.98,25.38,0.47,0.46
knn rf mlp,breast_cancer,True,0.95,0.93,0.96,0.94,76.69,1.11,0.98
knn rf mlp,breast_cancer,True,0.96,0.97,0.95,0.96,76.69,1.03,0.97
knn rf mlp,breast_cancer,True,0.98,0.98,0.97,0.98,76.63,0.81,0.99
knn rf mlp,horse,True,0.88,0.89,0.87,0.88,33.35,0.80,0.54
knn rf mlp,horse,True,0.83,0.81,0.76,0.78,33.25,0.91,0.53
knn rf mlp,horse,True,0.87,0.90,0.85,0.86,33.14,0.93,0.54
knn rf mlp,hr,True,0.99,0.99,0.98,0.98,335.40,5.05,3.50
knn rf mlp,hr,True,0.97,0.98,0.95,0.96,335.40,4.98,3.49
knn rf mlp,hr,True,0.99,0.98,0.98,0.98,340.25,15.18,3.47
knn rf mlp,english,True,0.58,0.59,0.60,0.58,10.03,0.22,0.37
knn rf mlp,english,True,0.35,0.35,0.37,0.34,10.02,0.23,0.37
knn rf mlp,english,True,0.45,0.43,0.44,0.41,10.03,0.22,0.37
knn rf mlp,phishing,True,0.90,0.89,0.85,0.86,123.78,1.48,2.10
knn rf mlp,phishing,True,0.85,0.84,0.74,0.77,123.59,1.28,2.08
knn rf mlp,phishing,True,0.89,0.88,0.82,0.84,123.46,1.53,2.11
knn rf mlp,wine,True,0.66,0.47,0.34,0.37,392.39,7.24,4.18
knn rf mlp,wine,True,0.65,0.55,0.37,0.41,394.39,4.85,3.65
knn rf mlp,wine,True,0.63,0.60,0.37,0.41,393.57,7.67,3.42
knn rf mlp,congress,True,0.82,0.89,0.73,0.76,23.49,0.80,0.12
knn rf mlp,congress,True,0.93,0.92,0.95,0.93,23.76,0.65,0.11
knn rf mlp,congress,True,0.75,0.80,0.69,0.69,24.19,0.97,0.11
mnb rf mlp,student,True,0.76,0.68,0.56,0.60,65.60,1.80,1.23
mnb rf mlp,student,True,0.76,0.88,0.55,0.61,65.31,1.77,1.21
mnb rf mlp,student,True,0.78,0.82,0.67,0.71,65.89,2.08,1.27
mnb rf mlp,contraceptive,True,0.55,0.54,0.51,0.51,110.35,1.15,1.90
mnb rf mlp,contraceptive,True,0.55,0.55,0.49,0.49,109.98,1.18,2.10
mnb rf mlp,contraceptive,True,0.58,0.54,0.51,0.51,110.22,1.32,1.91
mnb rf mlp,autism,True,1.00,1.00,1.00,1.00,85.68,0.25,1.13
mnb rf mlp,autism,True,0.97,0.96,0.96,0.96,85.78,0.24,1.12
mnb rf mlp,autism,True,0.98,0.97,0.98,0.97,85.59,0.36,1.14
mnb rf mlp,bankruptcy,True,0.90,0.93,0.88,0.89,25.38,0.47,0.45
mnb rf mlp,bankruptcy,True,0.98,0.99,0.97,0.98,25.41,0.42,0.45
mnb rf mlp,bankruptcy,True,0.92,0.93,0.92,0.92,25.50,0.35,0.45
mnb rf mlp,breast_cancer,True,0.96,0.95,0.95,0.95,76.63,1.02,0.96
mnb rf mlp,breast_cancer,True,0.96,0.95,0.95,0.95,76.69,1.07,0.97
mnb rf mlp,breast_cancer,True,0.94,0.93,0.94,0.94,76.57,0.92,0.95
mnb rf mlp,horse,True,0.92,0.94,0.90,0.91,33.24,0.70,0.49
mnb rf mlp,horse,True,0.85,0.84,0.81,0.82,33.30,0.92,0.60
mnb rf mlp,horse,True,0.75,0.77,0.71,0.72,33.13,0.68,0.55
mnb rf mlp,hr,True,0.98,0.98,0.95,0.96,339.37,13.43,3.36
mnb rf mlp,hr,True,0.98,0.99,0.96,0.97,334.63,3.18,3.34
mnb rf mlp,hr,True,0.98,0.99,0.96,0.97,337.50,9.38,3.33
mnb rf mlp,english,True,0.39,0.44,0.46,0.35,10.01,0.22,0.36
mnb rf mlp,english,True,0.39,0.66,0.50,0.36,10.01,0.25,0.36
mnb rf mlp,english,True,0.48,0.48,0.48,0.48,10.03,0.22,0.36
mnb rf mlp,phishing,True,0.90,0.85,0.82,0.84,123.47,1.34,2.01
mnb rf mlp,phishing,True,0.87,0.79,0.75,0.76,123.64,1.30,2.02
mnb rf mlp,phishing,True,0.91,0.94,0.86,0.89,123.50,1.32,2.02
mnb rf mlp,wine,True,0.56,0.49,0.29,0.31,394.04,6.59,3.59
mnb rf mlp,wine,True,0.58,0.46,0.27,0.29,392.61,5.04,4.20
mnb rf mlp,wine,True,0.59,0.45,0.27,0.29,392.46,8.13,3.56
mnb rf mlp,congress,True,0.95,0.96,0.95,0.95,23.37,1.17,0.11
mnb rf mlp,congress,True,0.91,0.92,0.91,0.91,23.58,0.71,0.11
mnb rf mlp,congress,True,0.93,0.95,0.90,0.92,23.68,1.18,0.10
svm knn mnb rf mlp,student,True,0.63,0.54,0.26,0.28,65.01,2.29,1.31
svm knn mnb rf mlp,student,True,0.68,0.52,0.27,0.30,65.11,1.69,1.31
svm knn mnb rf mlp,student,True,0.58,0.41,0.25,0.26,65.25,1.62,1.31
svm knn mnb rf mlp,contraceptive,True,0.56,0.54,0.53,0.52,110.09,0.95,2.16
svm knn mnb rf mlp,contraceptive,True,0.56,0.55,0.52,0.53,110.33,1.05,2.08
svm knn mnb rf mlp,contraceptive,True,0.56,0.57,0.53,0.54,110.52,1.49,2.18
svm knn mnb rf mlp,autism,True,0.99,0.98,0.98,0.98,85.68,0.38,1.19
svm knn mnb rf mlp,autism,True,0.99,1.00,0.99,0.99,85.78,0.38,1.19
svm knn mnb rf mlp,autism,True,0.96,0.97,0.95,0.96,85.87,0.38,1.19
svm knn mnb rf mlp,bankruptcy,True,0.94,0.94,0.95,0.94,25.38,0.47,0.47
svm knn mnb rf mlp,bankruptcy,True,0.98,0.98,0.98,0.98,25.47,0.33,0.48
svm knn mnb rf mlp,bankruptcy,True,1.00,1.00,1.00,1.00,25.47,0.33,0.47
svm knn mnb rf mlp,breast_cancer,True,0.96,0.95,0.95,0.95,76.57,0.85,1.05
svm knn mnb rf mlp,breast_cancer,True,0.98,0.98,0.98,0.98,76.57,0.92,1.01
svm knn mnb rf mlp,breast_cancer,True,0.96,0.96,0.95,0.95,76.69,1.03,1.01
svm knn mnb rf mlp,horse,True,0.85,0.88,0.81,0.82,33.08,0.84,0.58
svm knn mnb rf mlp,horse,True,0.87,0.86,0.85,0.86,33.13,0.87,0.61
svm knn mnb rf mlp,horse,True,0.83,0.82,0.78,0.79,33.30,0.99,0.52
svm knn mnb rf mlp,hr,True,0.96,0.97,0.92,0.94,334.74,3.62,3.64
svm knn mnb rf mlp,hr,True,0.96,0.98,0.93,0.95,334.30,2.53,3.64
svm knn mnb rf mlp,hr,True,0.96,0.98,0.92,0.95,334.96,4.07,3.66
svm knn mnb rf mlp,english,True,0.45,0.53,0.49,0.45,10.03,0.23,0.38
svm knn mnb rf mlp,english,True,0.68,0.68,0.67,0.66,10.02,0.23,0.38
svm knn mnb rf mlp,english,True,0.55,0.57,0.54,0.53,10.03,0.24,0.38
svm knn mnb rf mlp,phishing,True,0.90,0.88,0.79,0.82,123.56,1.37,2.16
svm knn mnb rf mlp,phishing,True,0.85,0.82,0.72,0.74,123.42,1.60,2.15
svm knn mnb rf mlp,phishing,True,0.89,0.86,0.80,0.82,123.36,1.59,2.15
svm knn mnb rf mlp,wine,True,0.56,0.47,0.24,0.26,392.96,5.51,5.26
svm knn mnb rf mlp,wine,True,0.58,0.48,0.25,0.27,393.27,5.96,5.95
svm knn mnb rf mlp,wine,True,0.54,0.32,0.21,0.20,394.22,5.28,4.99
svm knn mnb rf mlp,congress,True,0.75,0.80,0.70,0.71,24.01,1.29,0.13
svm knn mnb rf mlp,congress,True,0.93,0.93,0.93,0.93,23.54,0.99,0.14
svm knn mnb rf mlp,congress,True,0.80,0.88,0.70,0.72,23.18,0.53,0.12
